"Category","Order Date","Segment","Number of Records","Sales Target","Column6","Updated_Order_Date"
Office Supplies,"7/22/14",Consumer,1,"418.08198","","2014-22-07"
Office Supplies,"7/22/14",Corporate,1,"96.55296","","2014-22-07"
Office Supplies,"7/22/14",Home Office,1,"283.7484","","2014-22-07"
Technology,"7/22/14",Consumer,1,"357.64352","","2014-22-07"
Technology,"7/22/14",Corporate,1,"1,772.55","","2014-22-07"
Technology,"7/22/14",Home Office,1,"214.77528","","2014-22-07"
Furniture,"7/23/14",Consumer,1,"578.9784","","2014-23-07"
Technology,"7/23/14",Corporate,1,"30.2697","","2014-23-07"
Office Supplies,"7/24/14",Consumer,1,"181.92064","","2014-24-07"
Office Supplies,"7/24/14",Corporate,1,"123.732","","2014-24-07"
Office Supplies,"7/24/14",Home Office,1,"14.0592","","2014-24-07"
Technology,"7/24/14",Consumer,1,"174.1275","","2014-24-07"
Technology,"7/24/14",Home Office,1,"379.9525","","2014-24-07"
Technology,"7/25/14",Corporate,1,"2,111.96","","2014-25-07"
Furniture,"7/26/14",Consumer,1,"150.7498","","2014-26-07"
Furniture,"7/26/14",Home Office,1,"289.17252","","2014-26-07"
Office Supplies,"7/26/14",Consumer,1,"355.61968","","2014-26-07"
Furniture,"7/27/14",Corporate,1,"351.48144","","2014-27-07"
Technology,"7/27/14",Corporate,1,"1,550.95","","2014-27-07"
Furniture,"7/28/14",Consumer,1,"331.143","","2014-28-07"
Office Supplies,"7/28/14",Consumer,1,"36.0272","","2014-28-07"
Technology,"7/28/14",Consumer,1,"841.1796","","2014-28-07"
Office Supplies,"7/29/14",Corporate,1,"22.21796","","2014-29-07"
Technology,"7/29/14",Corporate,1,"1,214.34","","2014-29-07"
Furniture,"7/30/14",Consumer,1,"355.8355","","2014-30-07"
Office Supplies,"7/30/14",Consumer,1,"248.80112","","2014-30-07"
Office Supplies,"7/30/14",Corporate,1,"2.80912","","2014-30-07"
Technology,"7/30/14",Consumer,1,"499.8498","","2014-30-07"
Technology,"7/30/14",Corporate,1,"121.04824","","2014-30-07"
Office Supplies,"7/31/14",Consumer,1,"385.182","","2014-31-07"
Office Supplies,"7/31/14",Home Office,1,"74.47272","","2014-31-07"
Technology,"7/31/14",Consumer,1,"82.754","","2014-31-07"
Furniture,"8/1/14",Consumer,1,"35.4816","","2014-01-08"
Office Supplies,"8/1/14",Consumer,1,"48.076","","2014-01-08"
Office Supplies,"8/1/14",Corporate,1,"216.8052","","2014-01-08"
Office Supplies,"8/1/14",Home Office,1,"872.5","","2014-01-08"
Technology,"8/1/14",Consumer,1,"309.47328","","2014-01-08"
Technology,"8/1/14",Home Office,1,"45.15216","","2014-01-08"
Office Supplies,"8/2/14",Consumer,1,"192.1362","","2014-02-08"
Office Supplies,"8/2/14",Corporate,1,"90.27216","","2014-02-08"
Technology,"8/2/14",Consumer,1,"334.82904","","2014-02-08"
Technology,"8/2/14",Corporate,1,"1,425.58","","2014-02-08"
Furniture,"8/4/14",Consumer,1,"282.74544","","2014-04-08"
Office Supplies,"8/4/14",Consumer,1,"174.8656","","2014-04-08"
Office Supplies,"8/4/14",Corporate,1,"14.2934","","2014-04-08"
Technology,"8/4/14",Consumer,1,"37.02888","","2014-04-08"
Office Supplies,"8/5/14",Corporate,1,"20.07","","2014-05-08"
Office Supplies,"8/6/14",Consumer,1,"253.8984","","2014-06-08"
Office Supplies,"8/6/14",Corporate,1,"15.136","","2014-06-08"
Office Supplies,"8/6/14",Home Office,1,"149.54544","","2014-06-08"
Technology,"8/6/14",Consumer,1,"72.5998","","2014-06-08"
Furniture,"8/7/14",Consumer,1,"159.5286","","2014-07-08"
Office Supplies,"8/7/14",Consumer,1,"75.0284","","2014-07-08"
Office Supplies,"8/7/14",Corporate,1,"117.60192","","2014-07-08"
Office Supplies,"8/7/14",Home Office,1,"275.2468","","2014-07-08"
Technology,"8/7/14",Home Office,1,"775.453","","2014-07-08"
Furniture,"8/8/14",Consumer,1,"222.68324","","2014-08-08"
Office Supplies,"8/8/14",Consumer,1,"1,728.64","","2014-08-08"
Technology,"8/8/14",Consumer,1,"1,293.83","","2014-08-08"
Furniture,"8/11/14",Consumer,1,"105.531","","2014-11-08"
Office Supplies,"8/11/14",Consumer,1,"64.4736","","2014-11-08"
Office Supplies,"8/11/14",Corporate,1,"173.656","","2014-11-08"
Technology,"8/11/14",Consumer,1,"1,294.50","","2014-11-08"
Office Supplies,"8/12/14",Corporate,1,"47.57504","","2014-12-08"
Office Supplies,"8/12/14",Home Office,1,"443.0184","","2014-12-08"
Technology,"8/12/14",Corporate,1,"135.15392","","2014-12-08"
Furniture,"8/13/14",Consumer,1,"56.0184","","2014-13-08"
Furniture,"8/13/14",Corporate,1,"1,922.29","","2014-13-08"
Office Supplies,"8/13/14",Consumer,1,"939.4112","","2014-13-08"
Office Supplies,"8/13/14",Corporate,1,"251.6652","","2014-13-08"
Technology,"8/13/14",Consumer,1,"688.86144","","2014-13-08"
Furniture,"8/14/14",Consumer,1,"501.1952","","2014-14-08"
Office Supplies,"8/14/14",Consumer,1,"2,068.41","","2014-14-08"
Office Supplies,"8/14/14",Corporate,1,"56.2464","","2014-14-08"
Technology,"8/14/14",Consumer,1,"1.40976","","2014-14-08"
Furniture,"8/15/14",Consumer,1,"359.73456","","2014-15-08"
Office Supplies,"8/15/14",Consumer,1,"20.4204","","2014-15-08"
Office Supplies,"8/16/14",Consumer,1,"96.8616","","2014-16-08"
Office Supplies,"8/16/14",Corporate,1,"2,000.19","","2014-16-08"
Office Supplies,"8/17/14",Consumer,1,"74.11888","","2014-17-08"
Furniture,"8/18/14",Consumer,1,"4,151.20","","2014-18-08"
Furniture,"8/18/14",Corporate,1,"444.06144","","2014-18-08"
Furniture,"8/18/14",Home Office,1,"88.63472","","2014-18-08"
Office Supplies,"8/18/14",Corporate,1,"4,306.11","","2014-18-08"
Office Supplies,"8/18/14",Home Office,1,"164.68372","","2014-18-08"
Technology,"8/18/14",Corporate,1,"71.25624","","2014-18-08"
Technology,"8/18/14",Home Office,1,"85.3992","","2014-18-08"
Furniture,"8/19/14",Corporate,1,"206.4238","","2014-19-08"
Office Supplies,"8/19/14",Consumer,1,"271.28138","","2014-19-08"
Office Supplies,"8/19/14",Corporate,1,"3,588.89","","2014-19-08"
Office Supplies,"8/19/14",Home Office,1,"313.407","","2014-19-08"
Technology,"8/19/14",Consumer,1,"23.4118","","2014-19-08"
Technology,"8/19/14",Corporate,1,"2,045.05","","2014-19-08"
Office Supplies,"8/20/14",Consumer,1,"119.47776","","2014-20-08"
Office Supplies,"8/20/14",Corporate,1,"376.3503","","2014-20-08"
Office Supplies,"8/21/14",Consumer,1,"225.284","","2014-21-08"
Office Supplies,"8/21/14",Corporate,1,"292.5921","","2014-21-08"
Technology,"8/21/14",Corporate,1,"100.3284","","2014-21-08"
Technology,"8/21/14",Home Office,1,"37.3984","","2014-21-08"
Furniture,"8/22/14",Consumer,1,"1,492.53","","2014-22-08"
Furniture,"8/22/14",Corporate,1,"330.3984","","2014-22-08"
Furniture,"8/22/14",Home Office,1,"114.7384","","2014-22-08"
Office Supplies,"8/22/14",Consumer,1,"5,159.63","","2014-22-08"
Office Supplies,"8/22/14",Corporate,1,"669.5892","","2014-22-08"
Office Supplies,"8/22/14",Home Office,1,"255.208","","2014-22-08"
Technology,"8/22/14",Consumer,1,"410.3696","","2014-22-08"
Technology,"8/22/14",Corporate,1,"33.5118","","2014-22-08"
Furniture,"8/23/14",Consumer,1,"218.40832","","2014-23-08"
Furniture,"8/23/14",Home Office,1,"276.78816","","2014-23-08"
Furniture,"8/24/14",Consumer,1,"2.3664","","2014-24-08"
Office Supplies,"8/24/14",Consumer,1,"230.6472","","2014-24-08"
Technology,"8/24/14",Consumer,1,"3,974.79","","2014-24-08"
Office Supplies,"8/25/14",Consumer,1,"604.1088","","2014-25-08"
Office Supplies,"8/25/14",Corporate,1,"27.84768","","2014-25-08"
Furniture,"8/26/14",Consumer,1,"112.6428","","2014-26-08"
Office Supplies,"8/26/14",Consumer,1,"254.1088","","2014-26-08"
Furniture,"8/27/14",Consumer,1,"66.9088","","2014-27-08"
Office Supplies,"8/27/14",Home Office,1,"49.9596","","2014-27-08"
Technology,"8/27/14",Home Office,1,"78.4582","","2014-27-08"
Furniture,"8/28/14",Consumer,1,"130.22208","","2014-28-08"
Furniture,"8/28/14",Corporate,1,"1,763.79","","2014-28-08"
Office Supplies,"8/28/14",Consumer,1,"24.70784","","2014-28-08"
Office Supplies,"8/28/14",Corporate,1,"1,661.85","","2014-28-08"
Office Supplies,"8/28/14",Home Office,1,"109.92432","","2014-28-08"
Technology,"8/28/14",Corporate,1,"2,179.86","","2014-28-08"
Technology,"8/28/14",Home Office,1,"351.4497","","2014-28-08"
Furniture,"8/29/14",Home Office,1,"1,240.15","","2014-29-08"
Office Supplies,"8/29/14",Consumer,1,"52.58464","","2014-29-08"
Office Supplies,"8/29/14",Home Office,1,"214.277","","2014-29-08"
Technology,"8/29/14",Home Office,1,"32.35456","","2014-29-08"
Furniture,"8/30/14",Corporate,1,"158.3814","","2014-30-08"
Office Supplies,"8/30/14",Corporate,1,"96.1928","","2014-30-08"
Furniture,"9/1/14",Corporate,1,"501.21984","","2014-01-09"
Office Supplies,"9/1/14",Consumer,1,"1,135.41","","2014-01-09"
Office Supplies,"9/1/14",Corporate,1,"157.2165","","2014-01-09"
Office Supplies,"9/1/14",Home Office,1,"11.3344","","2014-01-09"
Technology,"9/1/14",Consumer,1,"646.702","","2014-01-09"
Technology,"9/1/14",Home Office,1,"606.67904","","2014-01-09"
Furniture,"9/2/14",Consumer,1,"551.844","","2014-02-09"
Furniture,"9/2/14",Corporate,1,"294.9024","","2014-02-09"
Office Supplies,"9/2/14",Consumer,1,"19.9404","","2014-02-09"
Office Supplies,"9/2/14",Corporate,1,"327.184","","2014-02-09"
Office Supplies,"9/2/14",Home Office,1,"7.201","","2014-02-09"
Technology,"9/2/14",Consumer,1,"20.7896","","2014-02-09"
Furniture,"9/3/14",Consumer,1,"236.528","","2014-03-09"
Furniture,"9/3/14",Corporate,1,"1,688.63","","2014-03-09"
Furniture,"9/3/14",Home Office,1,"705.65172","","2014-03-09"
Office Supplies,"9/3/14",Consumer,1,"1,870.23","","2014-03-09"
Office Supplies,"9/3/14",Corporate,1,"346.5216","","2014-03-09"
Office Supplies,"9/3/14",Home Office,1,"543.4","","2014-03-09"
Technology,"9/3/14",Consumer,1,"225.30552","","2014-03-09"
Technology,"9/3/14",Corporate,1,"543.546","","2014-03-09"
Technology,"9/3/14",Home Office,1,"3,097.29","","2014-03-09"
Furniture,"9/4/14",Consumer,1,"358.50798","","2014-04-09"
Furniture,"9/4/14",Home Office,1,"250.7598","","2014-04-09"
Office Supplies,"9/4/14",Consumer,1,"64.38144","","2014-04-09"
Office Supplies,"9/4/14",Corporate,1,"15.6072","","2014-04-09"
Office Supplies,"9/4/14",Home Office,1,"522.7456","","2014-04-09"
Technology,"9/4/14",Corporate,1,"110.88","","2014-04-09"
Technology,"9/4/14",Home Office,1,"242.2245","","2014-04-09"
Furniture,"9/5/14",Consumer,1,"1,654.23","","2014-05-09"
Furniture,"9/5/14",Corporate,1,"2,297.85","","2014-05-09"
Office Supplies,"9/5/14",Consumer,1,"1,255.27","","2014-05-09"
Office Supplies,"9/5/14",Corporate,1,"162.77534","","2014-05-09"
Office Supplies,"9/5/14",Home Office,1,"36.8424","","2014-05-09"
Technology,"9/5/14",Consumer,1,"115.3944","","2014-05-09"
Technology,"9/5/14",Home Office,1,"43.60776","","2014-05-09"
Office Supplies,"9/6/14",Consumer,1,"78.7608","","2014-06-09"
Office Supplies,"9/6/14",Home Office,1,"137.96688","","2014-06-09"
Technology,"9/6/14",Consumer,1,"92.25504","","2014-06-09"
Furniture,"9/8/14",Consumer,1,"400.0848","","2014-08-09"
Office Supplies,"9/8/14",Consumer,1,"153.1872","","2014-08-09"
Office Supplies,"9/8/14",Corporate,1,"576.43744","","2014-08-09"
Office Supplies,"9/8/14",Home Office,1,"1,559.28","","2014-08-09"
Technology,"9/8/14",Consumer,1,"929.86304","","2014-08-09"
Furniture,"9/9/14",Consumer,1,"819.21875","","2014-09-09"
Furniture,"9/9/14",Corporate,1,"246.3447","","2014-09-09"
Office Supplies,"9/9/14",Corporate,1,"153.46496","","2014-09-09"
Office Supplies,"9/9/14",Home Office,1,"56.7456","","2014-09-09"
Technology,"9/9/14",Consumer,1,"263.69856","","2014-09-09"
Technology,"9/9/14",Corporate,1,"456.75632","","2014-09-09"
Technology,"9/9/14",Home Office,1,"161.54352","","2014-09-09"
Furniture,"9/10/14",Consumer,1,"324.168","","2014-10-09"
Furniture,"9/10/14",Corporate,1,"137.80452","","2014-10-09"
Office Supplies,"9/10/14",Consumer,1,"612.17756","","2014-10-09"
Office Supplies,"9/10/14",Corporate,1,"849.477","","2014-10-09"
Technology,"9/10/14",Corporate,1,"2,666.68","","2014-10-09"
Furniture,"9/11/14",Corporate,1,"384.09312","","2014-11-09"
Office Supplies,"9/11/14",Consumer,1,"366.1047","","2014-11-09"
Office Supplies,"9/11/14",Corporate,1,"96.408","","2014-11-09"
Office Supplies,"9/11/14",Home Office,1,"693.96054","","2014-11-09"
Technology,"9/11/14",Consumer,1,"678.33792","","2014-11-09"
Technology,"9/11/14",Corporate,1,"157.46976","","2014-11-09"
Furniture,"9/12/14",Consumer,1,"832.2842","","2014-12-09"
Furniture,"9/12/14",Home Office,1,"2,115.90","","2014-12-09"
Office Supplies,"9/12/14",Consumer,1,"2,129.66","","2014-12-09"
Office Supplies,"9/12/14",Corporate,1,"17.1072","","2014-12-09"
Office Supplies,"9/12/14",Home Office,1,"217.602","","2014-12-09"
Technology,"9/12/14",Consumer,1,"75.962","","2014-12-09"
Technology,"9/12/14",Corporate,1,"156.90768","","2014-12-09"
Furniture,"9/13/14",Consumer,1,"8.2764","","2014-13-09"
Office Supplies,"9/13/14",Consumer,1,"368.527","","2014-13-09"
Office Supplies,"9/13/14",Corporate,1,"93.8742","","2014-13-09"
Office Supplies,"9/14/14",Consumer,1,"14.4872","","2014-14-09"
Furniture,"9/15/14",Consumer,1,"229.2426","","2014-15-09"
Furniture,"9/15/14",Home Office,1,"595.3041","","2014-15-09"
Office Supplies,"9/15/14",Consumer,1,"192.79428","","2014-15-09"
Office Supplies,"9/15/14",Corporate,1,"935.76512","","2014-15-09"
Office Supplies,"9/15/14",Home Office,1,"95.8835","","2014-15-09"
Technology,"9/15/14",Consumer,1,"230.91705","","2014-15-09"
Technology,"9/15/14",Corporate,1,"886.98456","","2014-15-09"
Technology,"9/15/14",Home Office,1,"982.6635","","2014-15-09"
Furniture,"9/16/14",Consumer,1,"1,818.90","","2014-16-09"
Furniture,"9/16/14",Corporate,1,"599.5852","","2014-16-09"
Furniture,"9/16/14",Home Office,1,"349.92256","","2014-16-09"
Office Supplies,"9/16/14",Consumer,1,"3,063.95","","2014-16-09"
Office Supplies,"9/16/14",Corporate,1,"121.80024","","2014-16-09"
Office Supplies,"9/16/14",Home Office,1,"38.2338","","2014-16-09"
Technology,"9/16/14",Consumer,1,"762.8504","","2014-16-09"
Technology,"9/16/14",Corporate,1,"399.8994","","2014-16-09"
Technology,"9/16/14",Home Office,1,"65.3782","","2014-16-09"
Furniture,"9/17/14",Consumer,1,"23.86272","","2014-17-09"
Office Supplies,"9/17/14",Consumer,1,"579.75","","2014-17-09"
Office Supplies,"9/17/14",Corporate,1,"35.643","","2014-17-09"
Office Supplies,"9/17/14",Home Office,1,"19.49184","","2014-17-09"
Technology,"9/17/14",Consumer,1,"172.43296","","2014-17-09"
Technology,"9/17/14",Home Office,1,"17.82","","2014-17-09"
Furniture,"9/18/14",Corporate,1,"1,189.50","","2014-18-09"
Furniture,"9/18/14",Home Office,1,"927.6915","","2014-18-09"
Office Supplies,"9/18/14",Consumer,1,"44.6595","","2014-18-09"
Office Supplies,"9/18/14",Corporate,1,"469.59744","","2014-18-09"
Office Supplies,"9/18/14",Home Office,1,"107.38816","","2014-18-09"
Technology,"9/18/14",Consumer,1,"564.2703","","2014-18-09"
Technology,"9/18/14",Home Office,1,"1,429.92","","2014-18-09"
Furniture,"9/19/14",Corporate,1,"28.633","","2014-19-09"
Office Supplies,"9/19/14",Consumer,1,"85.02856","","2014-19-09"
Office Supplies,"9/19/14",Corporate,1,"628.1127","","2014-19-09"
Office Supplies,"9/19/14",Home Office,1,"113.69952","","2014-19-09"
Technology,"9/19/14",Consumer,1,"108.4338","","2014-19-09"
Technology,"9/19/14",Corporate,1,"548.2728","","2014-19-09"
Furniture,"9/20/14",Corporate,1,"496.25812","","2014-20-09"
Office Supplies,"9/20/14",Consumer,1,"66.99624","","2014-20-09"
Office Supplies,"9/20/14",Corporate,1,"138.77196","","2014-20-09"
Office Supplies,"9/20/14",Home Office,1,"43.46136","","2014-20-09"
Technology,"9/20/14",Consumer,1,"567.11904","","2014-20-09"
Technology,"9/20/14",Corporate,1,"355.60304","","2014-20-09"
Furniture,"9/21/14",Consumer,1,"4,946.56","","2014-21-09"
Office Supplies,"9/21/14",Consumer,1,"114.96224","","2014-21-09"
Technology,"9/21/14",Consumer,1,"1,854.92","","2014-21-09"
Office Supplies,"9/22/14",Consumer,1,"155.33882","","2014-22-09"
Office Supplies,"9/22/14",Corporate,1,"14.2692","","2014-22-09"
Technology,"9/22/14",Consumer,1,"144.362","","2014-22-09"
Furniture,"9/23/14",Consumer,1,"12.1907","","2014-23-09"
Furniture,"9/23/14",Home Office,1,"217.764","","2014-23-09"
Office Supplies,"9/23/14",Consumer,1,"5,089.31","","2014-23-09"
Office Supplies,"9/23/14",Corporate,1,"379.3416","","2014-23-09"
Office Supplies,"9/23/14",Home Office,1,"104.632","","2014-23-09"
Technology,"9/23/14",Consumer,1,"1,704.15","","2014-23-09"
Technology,"9/23/14",Corporate,1,"183.2787","","2014-23-09"
Furniture,"9/24/14",Consumer,1,"752.14188","","2014-24-09"
Furniture,"9/24/14",Corporate,1,"27.27504","","2014-24-09"
Office Supplies,"9/24/14",Consumer,1,"1,036.95","","2014-24-09"
Office Supplies,"9/24/14",Corporate,1,"8.87808","","2014-24-09"
Office Supplies,"9/24/14",Home Office,1,"12.9168","","2014-24-09"
Technology,"9/24/14",Consumer,1,"620.46946","","2014-24-09"
Furniture,"9/25/14",Consumer,1,"716.2884","","2014-25-09"
Furniture,"9/25/14",Corporate,1,"519.3712","","2014-25-09"
Office Supplies,"9/25/14",Consumer,1,"339.42272","","2014-25-09"
Office Supplies,"9/25/14",Home Office,1,"104.3553","","2014-25-09"
Technology,"9/25/14",Consumer,1,"16.092","","2014-25-09"
Technology,"9/25/14",Corporate,1,"3,040.14","","2014-25-09"
Technology,"9/25/14",Home Office,1,"1,397.02","","2014-25-09"
Furniture,"9/26/14",Consumer,1,"692.93296","","2014-26-09"
Office Supplies,"9/26/14",Consumer,1,"195.95664","","2014-26-09"
Office Supplies,"9/26/14",Corporate,1,"277.03095","","2014-26-09"
Technology,"9/26/14",Consumer,1,"110.3632","","2014-26-09"
Furniture,"9/27/14",Corporate,1,"10.164","","2014-27-09"
Furniture,"9/27/14",Home Office,1,"406.56192","","2014-27-09"
Office Supplies,"9/27/14",Corporate,1,"1,024.30","","2014-27-09"
Office Supplies,"9/27/14",Home Office,1,"2.0016","","2014-27-09"
Furniture,"9/29/14",Consumer,1,"8.316","","2014-29-09"
Furniture,"9/29/14",Home Office,1,"34.08704","","2014-29-09"
Office Supplies,"9/29/14",Consumer,1,"1.62192","","2014-29-09"
Office Supplies,"9/29/14",Corporate,1,"13.67415","","2014-29-09"
Office Supplies,"9/29/14",Home Office,1,"457.06608","","2014-29-09"
Technology,"9/29/14",Home Office,1,"56.55936","","2014-29-09"
Furniture,"9/30/14",Consumer,1,"123.28866","","2014-30-09"
Furniture,"9/30/14",Home Office,1,"364.7809","","2014-30-09"
Office Supplies,"9/30/14",Consumer,1,"618.39158","","2014-30-09"
Office Supplies,"9/30/14",Corporate,1,"54.41616","","2014-30-09"
Office Supplies,"9/30/14",Home Office,1,"54.54176","","2014-30-09"
Technology,"9/30/14",Home Office,1,"576.486","","2014-30-09"
Office Supplies,"10/1/14",Consumer,1,"151.6896","","2014-01-10"
Office Supplies,"10/1/14",Corporate,1,"206.29654","","2014-01-10"
Office Supplies,"10/1/14",Home Office,1,"12.11184","","2014-01-10"
Technology,"10/1/14",Home Office,1,"159.98","","2014-01-10"
Furniture,"10/2/14",Consumer,1,"106.43584","","2014-02-10"
Furniture,"10/2/14",Corporate,1,"433.10592","","2014-02-10"
Office Supplies,"10/2/14",Consumer,1,"393.62496","","2014-02-10"
Office Supplies,"10/2/14",Corporate,1,"193.0688","","2014-02-10"
Technology,"10/2/14",Home Office,1,"1,918.22","","2014-02-10"
Furniture,"10/3/14",Consumer,1,"357.59724","","2014-03-10"
Furniture,"10/3/14",Corporate,1,"9.0424","","2014-03-10"
Furniture,"10/3/14",Home Office,1,"2,567.32","","2014-03-10"
Office Supplies,"10/3/14",Consumer,1,"291.4956","","2014-03-10"
Office Supplies,"10/3/14",Corporate,1,"40.18464","","2014-03-10"
Office Supplies,"10/3/14",Home Office,1,"1,511.75","","2014-03-10"
Technology,"10/3/14",Consumer,1,"376.5432","","2014-03-10"
Technology,"10/3/14",Corporate,1,"67.3098","","2014-03-10"
Technology,"10/3/14",Home Office,1,"92.41456","","2014-03-10"
Furniture,"10/4/14",Corporate,1,"147.30768","","2014-04-10"
Furniture,"10/4/14",Home Office,1,"85.5984","","2014-04-10"
Office Supplies,"10/4/14",Consumer,1,"1,572.53","","2014-04-10"
Office Supplies,"10/4/14",Corporate,1,"22.2912","","2014-04-10"
Office Supplies,"10/4/14",Home Office,1,"5.7681","","2014-04-10"
Technology,"10/4/14",Home Office,1,"394.2882","","2014-04-10"
Furniture,"10/5/14",Home Office,1,"17.982","","2014-05-10"
Furniture,"10/6/14",Corporate,1,"907.72794","","2014-06-10"
Office Supplies,"10/6/14",Corporate,1,"31.621","","2014-06-10"
Office Supplies,"10/6/14",Home Office,1,"203.53624","","2014-06-10"
Technology,"10/6/14",Corporate,1,"5,348.71","","2014-06-10"
Technology,"10/6/14",Home Office,1,"213.5163","","2014-06-10"
Furniture,"10/7/14",Home Office,1,"45.7364","","2014-07-10"
Office Supplies,"10/7/14",Consumer,1,"483.08236","","2014-07-10"
Office Supplies,"10/7/14",Corporate,1,"44.2692","","2014-07-10"
Office Supplies,"10/7/14",Home Office,1,"596.3435","","2014-07-10"
Technology,"10/7/14",Home Office,1,"329.5588","","2014-07-10"
Furniture,"10/8/14",Consumer,1,"286.12938","","2014-08-10"
Furniture,"10/8/14",Home Office,1,"137.73996","","2014-08-10"
Office Supplies,"10/8/14",Consumer,1,"89.76","","2014-08-10"
Office Supplies,"10/8/14",Home Office,1,"591.55642","","2014-08-10"
Technology,"10/8/14",Consumer,1,"1,231.85","","2014-08-10"
Technology,"10/8/14",Home Office,1,"231.27936","","2014-08-10"
Furniture,"10/9/14",Consumer,1,"150.13692","","2014-09-10"
Office Supplies,"10/9/14",Corporate,1,"85.9432","","2014-09-10"
Technology,"10/9/14",Corporate,1,"379.152","","2014-09-10"
Furniture,"10/10/14",Consumer,1,"568.41","","2014-10-10"
Furniture,"10/10/14",Corporate,1,"810.88198","","2014-10-10"
Office Supplies,"10/10/14",Consumer,1,"141.98052","","2014-10-10"
Furniture,"10/11/14",Consumer,1,"222.60294","","2014-11-10"
Furniture,"10/13/14",Consumer,1,"2,639.23","","2014-13-10"
Furniture,"10/13/14",Home Office,1,"249.51192","","2014-13-10"
Office Supplies,"10/13/14",Consumer,1,"33.74","","2014-13-10"
Office Supplies,"10/13/14",Corporate,1,"72.68352","","2014-13-10"
Office Supplies,"10/13/14",Home Office,1,"132.1936","","2014-13-10"
Technology,"10/13/14",Consumer,1,"476.0316","","2014-13-10"
Technology,"10/13/14",Corporate,1,"692.13256","","2014-13-10"
Technology,"10/13/14",Home Office,1,"1,022.92","","2014-13-10"
Furniture,"10/14/14",Consumer,1,"1,424.10","","2014-14-10"
Office Supplies,"10/14/14",Consumer,1,"1,595.60","","2014-14-10"
Office Supplies,"10/14/14",Corporate,1,"5,614.20","","2014-14-10"
Technology,"10/14/14",Corporate,1,"210.47388","","2014-14-10"
Furniture,"10/15/14",Consumer,1,"9.933","","2014-15-10"
Office Supplies,"10/15/14",Home Office,1,"80.86736","","2014-15-10"
Technology,"10/15/14",Consumer,1,"41.724","","2014-15-10"
Furniture,"10/16/14",Corporate,1,"580.9264","","2014-16-10"
Office Supplies,"10/16/14",Consumer,1,"15.4665","","2014-16-10"
Office Supplies,"10/16/14",Corporate,1,"416.7397","","2014-16-10"
Office Supplies,"10/16/14",Home Office,1,"87.0408","","2014-16-10"
Furniture,"10/17/14",Corporate,1,"2,519.46","","2014-17-10"
Office Supplies,"10/17/14",Consumer,1,"137.225","","2014-17-10"
Office Supplies,"10/17/14",Corporate,1,"307.776","","2014-17-10"
Technology,"10/17/14",Corporate,1,"19.26912","","2014-17-10"
Technology,"10/17/14",Home Office,1,"515.9871","","2014-17-10"
Office Supplies,"10/18/14",Consumer,1,"10.3208","","2014-18-10"
Office Supplies,"10/18/14",Corporate,1,"67.3244","","2014-18-10"
Technology,"10/18/14",Corporate,1,"52.26408","","2014-18-10"
Furniture,"10/20/14",Consumer,1,"398.69049","","2014-20-10"
Furniture,"10/20/14",Corporate,1,"118.17728","","2014-20-10"
Office Supplies,"10/20/14",Consumer,1,"40.44512","","2014-20-10"
Office Supplies,"10/20/14",Corporate,1,"235.50272","","2014-20-10"
Office Supplies,"10/20/14",Home Office,1,"1,513.02","","2014-20-10"
Technology,"10/20/14",Consumer,1,"18.348","","2014-20-10"
Technology,"10/20/14",Corporate,1,"284.80992","","2014-20-10"
Furniture,"10/21/14",Consumer,1,"42.17856","","2014-21-10"
Furniture,"10/21/14",Corporate,1,"247.39668","","2014-21-10"
Office Supplies,"10/21/14",Consumer,1,"200.00394","","2014-21-10"
Office Supplies,"10/21/14",Corporate,1,"767.83742","","2014-21-10"
Office Supplies,"10/21/14",Home Office,1,"67.97566","","2014-21-10"
Technology,"10/21/14",Corporate,1,"15.34464","","2014-21-10"
Furniture,"10/22/14",Corporate,1,"507.1888","","2014-22-10"
Furniture,"10/22/14",Home Office,1,"981.84042","","2014-22-10"
Office Supplies,"10/22/14",Consumer,1,"108.08408","","2014-22-10"
Office Supplies,"10/22/14",Corporate,1,"828.7704","","2014-22-10"
Office Supplies,"10/22/14",Home Office,1,"172.63064","","2014-22-10"
Technology,"10/22/14",Consumer,1,"349.78728","","2014-22-10"
Technology,"10/22/14",Corporate,1,"25.844","","2014-22-10"
Technology,"10/22/14",Home Office,1,"1,281.53","","2014-22-10"
Furniture,"10/23/14",Consumer,1,"770.14788","","2014-23-10"
Furniture,"10/23/14",Corporate,1,"166.5915","","2014-23-10"
Office Supplies,"10/23/14",Consumer,1,"369.8838","","2014-23-10"
Office Supplies,"10/23/14",Corporate,1,"32.9472","","2014-23-10"
Office Supplies,"10/23/14",Home Office,1,"97.3298","","2014-23-10"
Technology,"10/23/14",Corporate,1,"33.681","","2014-23-10"
Technology,"10/23/14",Home Office,1,"11,741.20","","2014-23-10"
Furniture,"10/24/14",Corporate,1,"1,050.19","","2014-24-10"
Office Supplies,"10/24/14",Consumer,1,"254.95044","","2014-24-10"
Office Supplies,"10/24/14",Corporate,1,"90.3096","","2014-24-10"
Technology,"10/24/14",Consumer,1,"1,777.90","","2014-24-10"
Technology,"10/24/14",Corporate,1,"34.8036","","2014-24-10"
Furniture,"10/25/14",Consumer,1,"465.6645","","2014-25-10"
Office Supplies,"10/25/14",Consumer,1,"11.7968","","2014-25-10"
