Category,Order Date,Segment,Number of Records,Sales Target,
Office Supplies,4/24/14,Corporate,1,15.73568,
Office Supplies,4/24/14,Home Office,1,3,
Technology,4/24/14,Consumer,1,144.4662,
Technology,4/24/14,Home Office,1,47.6784,
Office Supplies,4/25/14,Consumer,1,74.8926,
Office Supplies,4/25/14,Corporate,1,241.49386,
Office Supplies,4/25/14,Home Office,1,1.5385,
Technology,4/25/14,Consumer,1,485.76,
Technology,4/25/14,Corporate,1,62.982,
Furniture,4/26/14,Consumer,1,376.02929,
Office Supplies,4/26/14,Consumer,1,125.56146,
Office Supplies,4/26/14,Home Office,1,119.86512,
Technology,4/26/14,Consumer,1,97.173,
Furniture,4/27/14,Consumer,1,2.12716,
Office Supplies,4/27/14,Home Office,1,57.8314,
Furniture,4/28/14,Consumer,1,120.0388,
Furniture,4/28/14,Corporate,1,202.644352,
Office Supplies,4/28/14,Consumer,1,163.4129,
Office Supplies,4/28/14,Corporate,1,31.464,
Office Supplies,4/29/14,Consumer,1,27.7992,
Office Supplies,4/29/14,Corporate,1,13.40416,
Technology,4/29/14,Consumer,1,744.46416,
Furniture,4/30/14,Corporate,1,"1,058.83",
Office Supplies,4/30/14,Consumer,1,4.1735,
Furniture,5/1/14,Corporate,1,92.1856,
Furniture,5/1/14,Home Office,1,242.7744,
Office Supplies,5/1/14,Consumer,1,14.5152,
Office Supplies,5/1/14,Corporate,1,128.9156,
Office Supplies,5/1/14,Home Office,1,278.20208,
Technology,5/1/14,Corporate,1,707.15424,
Furniture,5/2/14,Consumer,1,"3,443.80",
Office Supplies,5/2/14,Consumer,1,8.25344,
Technology,5/2/14,Home Office,1,45.477,
Furniture,5/3/14,Corporate,1,131.2293,
Office Supplies,5/3/14,Consumer,1,94.2732,
Technology,5/3/14,Corporate,1,161.1556,
Furniture,5/4/14,Corporate,1,357.20784,
Office Supplies,5/4/14,Consumer,1,53.2792,
Office Supplies,5/4/14,Corporate,1,810.44676,
Furniture,5/5/14,Corporate,1,327.98536,
Office Supplies,5/5/14,Consumer,1,752.78638,
Office Supplies,5/5/14,Corporate,1,30.37632,
Technology,5/5/14,Corporate,1,176.6016,
Furniture,5/6/14,Consumer,1,96.29037,
Office Supplies,5/6/14,Consumer,1,59.41936,
Office Supplies,5/6/14,Corporate,1,31.05,
Furniture,5/7/14,Corporate,1,667.107336,
Office Supplies,5/7/14,Consumer,1,574.38962,
Office Supplies,5/7/14,Corporate,1,674.0164,
Office Supplies,5/7/14,Home Office,1,6.66432,
Technology,5/7/14,Consumer,1,802.75328,
Technology,5/7/14,Home Office,1,416.91888,
Furniture,5/8/14,Corporate,1,"1,667.78",
Office Supplies,5/8/14,Corporate,1,74.3274,
Technology,5/8/14,Consumer,1,453.53952,
Technology,5/8/14,Home Office,1,83.1896,
Furniture,5/9/14,Consumer,1,52.7912,
Furniture,5/9/14,Corporate,1,112.69104,
Office Supplies,5/9/14,Consumer,1,80.2692,
Office Supplies,5/9/14,Corporate,1,38.15424,
Technology,5/9/14,Home Office,1,"3,091.16",
Furniture,5/10/14,Corporate,1,192.51,
Furniture,5/10/14,Home Office,1,315.535,
Office Supplies,5/10/14,Corporate,1,70.45056,
Office Supplies,5/10/14,Home Office,1,287.244,
Technology,5/10/14,Home Office,1,177.9822,
Furniture,5/12/14,Corporate,1,186.88131,
Furniture,5/12/14,Home Office,1,7.27636,
Office Supplies,5/12/14,Consumer,1,158.03038,
Office Supplies,5/12/14,Home Office,1,89.97248,
Furniture,5/13/14,Consumer,1,46.7065,
Furniture,5/13/14,Corporate,1,299.754,
Office Supplies,5/13/14,Consumer,1,125.99712,
Office Supplies,5/13/14,Corporate,1,453.38108,
Office Supplies,5/13/14,Home Office,1,10.16928,
Technology,5/13/14,Consumer,1,77.786,
Furniture,5/14/14,Home Office,1,412.587,
Office Supplies,5/14/14,Corporate,1,"1,645.36",
Office Supplies,5/14/14,Home Office,1,372.32,
Technology,5/14/14,Corporate,1,546.8121,
Furniture,5/15/14,Consumer,1,945.2413,
Furniture,5/15/14,Corporate,1,269.8188,
Office Supplies,5/15/14,Consumer,1,350.0968,
Office Supplies,5/15/14,Corporate,1,570.825,
Technology,5/15/14,Consumer,1,"1,967.37",
Technology,5/15/14,Corporate,1,79.1736,
Furniture,5/16/14,Consumer,1,270.15416,
Office Supplies,5/16/14,Consumer,1,83.93872,
Technology,5/16/14,Consumer,1,44.7832,
Office Supplies,5/17/14,Consumer,1,207.76256,
Furniture,5/19/14,Consumer,1,14.56,
Furniture,5/19/14,Corporate,1,304.5192,
Office Supplies,5/19/14,Consumer,1,2.86512,
Office Supplies,5/19/14,Corporate,1,129.61086,
Office Supplies,5/19/14,Home Office,1,652.5435,
Technology,5/19/14,Consumer,1,384.55952,
Technology,5/19/14,Corporate,1,84.3789,
Technology,5/19/14,Home Office,1,97.7075,
Furniture,5/20/14,Consumer,1,"1,400.79",
Furniture,5/20/14,Corporate,1,314.352,
Furniture,5/20/14,Home Office,1,667.77984,
Office Supplies,5/20/14,Consumer,1,638.93808,
Office Supplies,5/20/14,Corporate,1,388.34016,
Office Supplies,5/20/14,Home Office,1,8.008,
Technology,5/20/14,Consumer,1,514.6739,
Technology,5/20/14,Corporate,1,571.473,
Technology,5/20/14,Home Office,1,31.9616,
Furniture,5/21/14,Home Office,1,483.23184,
Office Supplies,5/21/14,Consumer,1,839.30466,
Office Supplies,5/21/14,Corporate,1,44.1696,
Technology,5/21/14,Consumer,1,"1,156.82",
Technology,5/21/14,Home Office,1,295.152,
Furniture,5/22/14,Corporate,1,478.446,
Office Supplies,5/22/14,Corporate,1,17.7903,
Furniture,5/23/14,Consumer,1,165.60726,
Office Supplies,5/23/14,Consumer,1,79.37568,
Office Supplies,5/23/14,Home Office,1,12.1152,
Technology,5/23/14,Consumer,1,68.46,
Furniture,5/24/14,Consumer,1,179.8524,
Office Supplies,5/24/14,Consumer,1,60.32728,
Furniture,5/26/14,Consumer,1,20.3472,
Office Supplies,5/26/14,Consumer,1,789.0806,
Office Supplies,5/26/14,Home Office,1,25.9608,
Technology,5/26/14,Consumer,1,116.4,
Office Supplies,5/27/14,Consumer,1,13.8672,
Office Supplies,5/27/14,Corporate,1,203.754,
Technology,5/27/14,Consumer,1,24.9264,
Furniture,5/28/14,Consumer,1,486.685,
Office Supplies,5/28/14,Consumer,1,518.1621,
Office Supplies,5/28/14,Corporate,1,37.41,
Office Supplies,5/28/14,Home Office,1,52.506,
Technology,5/28/14,Consumer,1,281.20968,
Technology,5/28/14,Corporate,1,116.57736,
Technology,5/28/14,Home Office,1,534.5703,
Furniture,5/29/14,Consumer,1,301.96,
Furniture,5/29/14,Corporate,1,547.5019,
Office Supplies,5/29/14,Corporate,1,145.46856,
Technology,5/29/14,Consumer,1,49.47488,
Technology,5/29/14,Corporate,1,472.60728,
Furniture,5/30/14,Consumer,1,63.78096,
Office Supplies,5/30/14,Consumer,1,578.01718,
Office Supplies,5/30/14,Home Office,1,21.4305,
Furniture,5/31/14,Consumer,1,500.10004,
Furniture,5/31/14,Home Office,1,12.36872,
Office Supplies,5/31/14,Consumer,1,33.9213,
Office Supplies,5/31/14,Corporate,1,41.272,
Technology,5/31/14,Home Office,1,209.44568,
Furniture,6/2/14,Corporate,1,"2,118.47",
Office Supplies,6/2/14,Consumer,1,349.16028,
Office Supplies,6/2/14,Corporate,1,"2,419.14",
Technology,6/2/14,Consumer,1,152.04096,
Technology,6/2/14,Corporate,1,123.86,
Office Supplies,6/3/14,Consumer,1,94.7664,
Office Supplies,6/3/14,Home Office,1,24.4216,
Technology,6/3/14,Home Office,1,3.0888,
Furniture,6/4/14,Consumer,1,227.07392,
Furniture,6/4/14,Corporate,1,457.73024,
Office Supplies,6/4/14,Consumer,1,54.7558,
Office Supplies,6/4/14,Corporate,1,60.61968,
Office Supplies,6/4/14,Home Office,1,119.9088,
Technology,6/4/14,Consumer,1,803.94496,
Technology,6/4/14,Corporate,1,"1,076.16",
Furniture,6/5/14,Consumer,1,30.336,
Furniture,6/5/14,Corporate,1,33.26336,
Office Supplies,6/5/14,Consumer,1,21.9648,
Office Supplies,6/5/14,Corporate,1,6.5611,
Office Supplies,6/5/14,Home Office,1,105.858,
Technology,6/5/14,Corporate,1,72.70384,
Office Supplies,6/6/14,Corporate,1,21.56544,
Technology,6/6/14,Consumer,1,437.44968,
Furniture,6/7/14,Home Office,1,5.148,
Office Supplies,6/7/14,Home Office,1,23.232,
Furniture,6/9/14,Home Office,1,"1,572.55",
Office Supplies,6/9/14,Consumer,1,115.95988,
Office Supplies,6/9/14,Corporate,1,102.7092,
Technology,6/9/14,Consumer,1,84.17136,
Technology,6/9/14,Corporate,1,400.6548,
Technology,6/9/14,Home Office,1,15.4176,
Furniture,6/10/14,Home Office,1,115.62387,
Office Supplies,6/10/14,Consumer,1,45.6816,
Office Supplies,6/10/14,Corporate,1,771.2132,
Office Supplies,6/10/14,Home Office,1,36.352,
Furniture,6/11/14,Home Office,1,555.2982,
Office Supplies,6/11/14,Consumer,1,71.0362,
Office Supplies,6/11/14,Corporate,1,"1,453.99",
Office Supplies,6/11/14,Home Office,1,32.264,
Technology,6/11/14,Consumer,1,236.78672,
Technology,6/11/14,Home Office,1,237.966,
Furniture,6/12/14,Consumer,1,170.9316,
Furniture,6/12/14,Home Office,1,244.28904,
Office Supplies,6/12/14,Consumer,1,330.7615,
Office Supplies,6/12/14,Home Office,1,368.20928,
Technology,6/12/14,Consumer,1,347.22,
Furniture,6/13/14,Consumer,1,760.39824,
Furniture,6/13/14,Home Office,1,475.587,
Office Supplies,6/13/14,Consumer,1,101.85824,
Office Supplies,6/13/14,Home Office,1,82.08,
Technology,6/13/14,Consumer,1,137.25496,
Furniture,6/14/14,Home Office,1,829.96742,
Office Supplies,6/14/14,Consumer,1,169.1298,
Office Supplies,6/14/14,Home Office,1,161.44128,
Technology,6/14/14,Home Office,1,50.3832,
Furniture,6/16/14,Consumer,1,776.08,
Furniture,6/16/14,Corporate,1,149.08544,
Office Supplies,6/16/14,Consumer,1,22.3908,
Office Supplies,6/16/14,Corporate,1,301.42168,
Office Supplies,6/16/14,Home Office,1,141.0144,
Technology,6/16/14,Consumer,1,45.09744,
Technology,6/16/14,Corporate,1,"2,859.86",
Furniture,6/17/14,Consumer,1,"1,499.77",
Office Supplies,6/17/14,Consumer,1,238.7384,
Office Supplies,6/17/14,Corporate,1,19.15392,
Office Supplies,6/17/14,Home Office,1,214.5832,
Technology,6/17/14,Consumer,1,656.75058,
Furniture,6/18/14,Consumer,1,169.2225,
Office Supplies,6/18/14,Consumer,1,224.39564,
Office Supplies,6/18/14,Corporate,1,21.4992,
Technology,6/18/14,Home Office,1,"3,330.55",
Furniture,6/19/14,Consumer,1,945.461205,
Office Supplies,6/19/14,Consumer,1,41.2128,
Office Supplies,6/19/14,Home Office,1,76.58256,
Furniture,6/20/14,Consumer,1,50.8232,
Furniture,6/20/14,Corporate,1,719.01,
Furniture,6/20/14,Home Office,1,471.20955,
Office Supplies,6/20/14,Consumer,1,361.88684,
Office Supplies,6/20/14,Corporate,1,262.5568,
Office Supplies,6/20/14,Home Office,1,6.26808,
Technology,6/20/14,Corporate,1,193.88528,
Office Supplies,6/21/14,Consumer,1,134.348,
Technology,6/21/14,Consumer,1,795.5532,
Furniture,6/22/14,Consumer,1,16.3072,
Office Supplies,6/22/14,Consumer,1,42.49368,
Office Supplies,6/22/14,Home Office,1,568.6688,
Furniture,6/23/14,Home Office,1,448.9232,
Office Supplies,6/23/14,Consumer,1,35.76672,
Office Supplies,6/23/14,Home Office,1,47.89425,
Furniture,6/25/14,Consumer,1,435.97038,
Office Supplies,6/25/14,Consumer,1,194.42238,
Office Supplies,6/25/14,Corporate,1,534.77682,
Furniture,6/26/14,Consumer,1,"1,094.08",
Office Supplies,6/26/14,Home Office,1,95.57992,
Technology,6/26/14,Consumer,1,145.5104,
Furniture,6/27/14,Consumer,1,563.3015,
Furniture,6/27/14,Corporate,1,281.75856,
Office Supplies,6/27/14,Consumer,1,338.865,
Office Supplies,6/27/14,Corporate,1,"1,019.74",
Office Supplies,6/27/14,Home Office,1,22.3014,
Technology,6/27/14,Consumer,1,"1,733.62",
Technology,6/27/14,Home Office,1,473.2104,
Furniture,6/28/14,Corporate,1,131.352,
Furniture,6/28/14,Home Office,1,172.4814,
Office Supplies,6/28/14,Consumer,1,21.0735,
Office Supplies,6/28/14,Corporate,1,19.2456,
Technology,6/28/14,Corporate,1,"1,248.83",
Furniture,6/30/14,Consumer,1,731.659464,
Furniture,6/30/14,Corporate,1,697.179,
Office Supplies,6/30/14,Consumer,1,"1,903.94",
Office Supplies,6/30/14,Corporate,1,"1,225.12",
Technology,6/30/14,Consumer,1,53.5866,
Furniture,7/1/14,Consumer,1,"1,457.77",
Furniture,7/1/14,Corporate,1,20.8864,
Furniture,7/1/14,Home Office,1,530.78662,
Office Supplies,7/1/14,Consumer,1,489.8016,
Office Supplies,7/1/14,Corporate,1,"1,020.29",
Office Supplies,7/1/14,Home Office,1,78.06576,
Technology,7/1/14,Home Office,1,"1,071.69",
Office Supplies,7/2/14,Home Office,1,588.6436,
Office Supplies,7/3/14,Home Office,1,186.1112,
Furniture,7/4/14,Consumer,1,729.3923,
Furniture,7/4/14,Home Office,1,230.20836,
Office Supplies,7/4/14,Consumer,1,76.4904,
Office Supplies,7/4/14,Corporate,1,294.78592,
Office Supplies,7/4/14,Home Office,1,90.18432,
Technology,7/4/14,Consumer,1,518.33304,
Technology,7/4/14,Corporate,1,573.24672,
Technology,7/4/14,Home Office,1,"3,836.59",
Furniture,7/6/14,Corporate,1,285.54408,
Office Supplies,7/6/14,Corporate,1,55.99842,
Technology,7/6/14,Corporate,1,79.96,
Furniture,7/7/14,Consumer,1,307.1696,
Office Supplies,7/7/14,Corporate,1,17.1018,
Furniture,7/8/14,Consumer,1,87.21,
Office Supplies,7/8/14,Consumer,1,48.16752,
Technology,7/8/14,Consumer,1,"1,167.25",
Technology,7/8/14,Corporate,1,269.64,
Furniture,7/9/14,Consumer,1,210.3676,
Furniture,7/9/14,Corporate,1,117.705,
Furniture,7/9/14,Home Office,1,155.2704,
Office Supplies,7/9/14,Consumer,1,902.01076,
Office Supplies,7/9/14,Corporate,1,173.281,
Office Supplies,7/9/14,Home Office,1,167.08608,
Technology,7/9/14,Consumer,1,51.5,
Technology,7/9/14,Corporate,1,154.671,
Furniture,7/10/14,Home Office,1,568.566,
Office Supplies,7/10/14,Consumer,1,876.8436,
Office Supplies,7/10/14,Corporate,1,61.91968,
Technology,7/10/14,Consumer,1,268.2992,
Furniture,7/11/14,Consumer,1,17.898,
Office Supplies,7/11/14,Corporate,1,42.3291,
Office Supplies,7/11/14,Home Office,1,328.3104,
Office Supplies,7/12/14,Consumer,1,31.836,
Office Supplies,7/12/14,Corporate,1,196.2415,
Technology,7/12/14,Consumer,1,143.208,
Technology,7/12/14,Corporate,1,"1,481.75",
Office Supplies,7/13/14,Consumer,1,4.04496,
Furniture,7/14/14,Consumer,1,90.09792,
Office Supplies,7/14/14,Corporate,1,351.5036,
Technology,7/14/14,Consumer,1,42.76152,
Furniture,7/15/14,Consumer,1,685.5255,
Office Supplies,7/15/14,Consumer,1,405.192,
Technology,7/15/14,Consumer,1,"2,601.34",
Furniture,7/16/14,Consumer,1,964.84311,
Furniture,7/16/14,Corporate,1,942.7752,
Office Supplies,7/16/14,Consumer,1,43.912,
Office Supplies,7/16/14,Corporate,1,183.255,
Technology,7/16/14,Consumer,1,45.252,
Furniture,7/17/14,Consumer,1,326.27296,
Office Supplies,7/17/14,Home Office,1,2.79552,
Furniture,7/18/14,Consumer,1,7.35072,
Furniture,7/18/14,Corporate,1,"1,110.57",
Furniture,7/18/14,Home Office,1,33.218,
Office Supplies,7/18/14,Corporate,1,87.7482,
Office Supplies,7/18/14,Home Office,1,104.895,
Technology,7/18/14,Home Office,1,712.4658,
Furniture,7/19/14,Consumer,1,"1,444.41",
Office Supplies,7/19/14,Consumer,1,28.32496,
Technology,7/19/14,Consumer,1,581.9709,
Furniture,7/21/14,Consumer,1,9.2316,
Furniture,7/21/14,Corporate,1,498.78656,
Office Supplies,7/21/14,Consumer,1,72.50048,
Office Supplies,7/21/14,Corporate,1,"1,219.90",
Technology,7/21/14,Corporate,1,386.0703,
Furniture,7/22/14,Consumer,1,641.5968,
Office Supplies,7/22/14,Consumer,1,418.08198,
Office Supplies,7/22/14,Corporate,1,96.55296,
Office Supplies,7/22/14,Home Office,1,283.7484,
Technology,7/22/14,Consumer,1,357.64352,
Technology,7/22/14,Corporate,1,"1,772.55",
Technology,7/22/14,Home Office,1,214.77528,
Furniture,7/23/14,Consumer,1,578.9784,
Technology,7/23/14,Corporate,1,30.2697,
Office Supplies,7/24/14,Consumer,1,181.92064,
Office Supplies,7/24/14,Corporate,1,123.732,
Office Supplies,7/24/14,Home Office,1,14.0592,
Technology,7/24/14,Consumer,1,174.1275,
Technology,7/24/14,Home Office,1,379.9525,
Technology,7/25/14,Corporate,1,"2,111.96",
Furniture,7/26/14,Consumer,1,150.7498,
Furniture,7/26/14,Home Office,1,289.17252,
Office Supplies,7/26/14,Consumer,1,355.61968,
Furniture,7/27/14,Corporate,1,351.48144,
Technology,7/27/14,Corporate,1,"1,550.95",
Furniture,7/28/14,Consumer,1,331.143,
Office Supplies,7/28/14,Consumer,1,36.0272,
Technology,7/28/14,Consumer,1,841.1796,
Office Supplies,7/29/14,Corporate,1,22.21796,
Technology,7/29/14,Corporate,1,"1,214.34",
Furniture,7/30/14,Consumer,1,355.8355,
Office Supplies,7/30/14,Consumer,1,248.80112,
Office Supplies,7/30/14,Corporate,1,2.80912,
Technology,7/30/14,Consumer,1,499.8498,
Technology,7/30/14,Corporate,1,121.04824,
Office Supplies,7/31/14,Consumer,1,385.182,
Office Supplies,7/31/14,Home Office,1,74.47272,
Technology,7/31/14,Consumer,1,82.754,
Furniture,8/1/14,Consumer,1,35.4816,
Office Supplies,8/1/14,Consumer,1,48.076,
Office Supplies,8/1/14,Corporate,1,216.8052,
Office Supplies,8/1/14,Home Office,1,872.5,
Technology,8/1/14,Consumer,1,309.47328,
Technology,8/1/14,Home Office,1,45.15216,
Office Supplies,8/2/14,Consumer,1,192.1362,
Office Supplies,8/2/14,Corporate,1,90.27216,
Technology,8/2/14,Consumer,1,334.82904,
Technology,8/2/14,Corporate,1,"1,425.58",
Furniture,8/4/14,Consumer,1,282.74544,
Office Supplies,8/4/14,Consumer,1,174.8656,
Office Supplies,8/4/14,Corporate,1,14.2934,
Technology,8/4/14,Consumer,1,37.02888,
Office Supplies,8/5/14,Corporate,1,20.07,
Office Supplies,8/6/14,Consumer,1,253.8984,
Office Supplies,8/6/14,Corporate,1,15.136,
Office Supplies,8/6/14,Home Office,1,149.54544,
Technology,8/6/14,Consumer,1,72.5998,
Furniture,8/7/14,Consumer,1,159.5286,
Office Supplies,8/7/14,Consumer,1,75.0284,
Office Supplies,8/7/14,Corporate,1,117.60192,
Office Supplies,8/7/14,Home Office,1,275.2468,
Technology,8/7/14,Home Office,1,775.453,
Furniture,8/8/14,Consumer,1,222.68324,
Office Supplies,8/8/14,Consumer,1,"1,728.64",
Technology,8/8/14,Consumer,1,"1,293.83",
Furniture,8/11/14,Consumer,1,105.531,
Office Supplies,8/11/14,Consumer,1,64.4736,
Office Supplies,8/11/14,Corporate,1,173.656,
Technology,8/11/14,Consumer,1,"1,294.50",
Office Supplies,8/12/14,Corporate,1,47.57504,
Office Supplies,8/12/14,Home Office,1,443.0184,
Technology,8/12/14,Corporate,1,135.15392,
Furniture,8/13/14,Consumer,1,56.0184,
Furniture,8/13/14,Corporate,1,"1,922.29",
Office Supplies,8/13/14,Consumer,1,939.4112,
Office Supplies,8/13/14,Corporate,1,251.6652,
Technology,8/13/14,Consumer,1,688.86144,
Furniture,8/14/14,Consumer,1,501.1952,
Office Supplies,8/14/14,Consumer,1,"2,068.41",
Office Supplies,8/14/14,Corporate,1,56.2464,
Technology,8/14/14,Consumer,1,1.40976,
Furniture,8/15/14,Consumer,1,359.73456,
Office Supplies,8/15/14,Consumer,1,20.4204,
Office Supplies,8/16/14,Consumer,1,96.8616,
Office Supplies,8/16/14,Corporate,1,"2,000.19",
Office Supplies,8/17/14,Consumer,1,74.11888,
Furniture,8/18/14,Consumer,1,"4,151.20",
Furniture,8/18/14,Corporate,1,444.06144,
Furniture,8/18/14,Home Office,1,88.63472,
Office Supplies,8/18/14,Corporate,1,"4,306.11",
Office Supplies,8/18/14,Home Office,1,164.68372,
Technology,8/18/14,Corporate,1,71.25624,
Technology,8/18/14,Home Office,1,85.3992,
Furniture,8/19/14,Corporate,1,206.4238,
Office Supplies,8/19/14,Consumer,1,271.28138,
Office Supplies,8/19/14,Corporate,1,"3,588.89",
Office Supplies,8/19/14,Home Office,1,313.407,
Technology,8/19/14,Consumer,1,23.4118,
Technology,8/19/14,Corporate,1,"2,045.05",
Office Supplies,8/20/14,Consumer,1,119.47776,
Office Supplies,8/20/14,Corporate,1,376.3503,
Office Supplies,8/21/14,Consumer,1,225.284,
Office Supplies,8/21/14,Corporate,1,292.5921,
Technology,8/21/14,Corporate,1,100.3284,
Technology,8/21/14,Home Office,1,37.3984,
Furniture,8/22/14,Consumer,1,"1,492.53",
Furniture,8/22/14,Corporate,1,330.3984,
Furniture,8/22/14,Home Office,1,114.7384,
Office Supplies,8/22/14,Consumer,1,"5,159.63",
Office Supplies,8/22/14,Corporate,1,669.5892,
Office Supplies,8/22/14,Home Office,1,255.208,
Technology,8/22/14,Consumer,1,410.3696,
Technology,8/22/14,Corporate,1,33.5118,
Furniture,8/23/14,Consumer,1,218.40832,
Furniture,8/23/14,Home Office,1,276.78816,
Furniture,8/24/14,Consumer,1,2.3664,
Office Supplies,8/24/14,Consumer,1,230.6472,
Technology,8/24/14,Consumer,1,"3,974.79",
Office Supplies,8/25/14,Consumer,1,604.1088,
Office Supplies,8/25/14,Corporate,1,27.84768,
Furniture,8/26/14,Consumer,1,112.6428,
Office Supplies,8/26/14,Consumer,1,254.1088,
Furniture,8/27/14,Consumer,1,66.9088,
Office Supplies,8/27/14,Home Office,1,49.9596,
Technology,8/27/14,Home Office,1,78.4582,
Furniture,8/28/14,Consumer,1,130.22208,
Furniture,8/28/14,Corporate,1,"1,763.79",
Office Supplies,8/28/14,Consumer,1,24.70784,
Office Supplies,8/28/14,Corporate,1,"1,661.85",
Office Supplies,8/28/14,Home Office,1,109.92432,
Technology,8/28/14,Corporate,1,"2,179.86",
Technology,8/28/14,Home Office,1,351.4497,
Furniture,8/29/14,Home Office,1,"1,240.15",
Office Supplies,8/29/14,Consumer,1,52.58464,
Office Supplies,8/29/14,Home Office,1,214.277,
Technology,8/29/14,Home Office,1,32.35456,
Furniture,8/30/14,Corporate,1,158.3814,
Office Supplies,8/30/14,Corporate,1,96.1928,
Furniture,9/1/14,Corporate,1,501.21984,
Office Supplies,9/1/14,Consumer,1,"1,135.41",
Office Supplies,9/1/14,Corporate,1,157.2165,
Office Supplies,9/1/14,Home Office,1,11.3344,
Technology,9/1/14,Consumer,1,646.702,
Technology,9/1/14,Home Office,1,606.67904,
Furniture,9/2/14,Consumer,1,551.844,
Furniture,9/2/14,Corporate,1,294.9024,
Office Supplies,9/2/14,Consumer,1,19.9404,
Office Supplies,9/2/14,Corporate,1,327.184,
Office Supplies,9/2/14,Home Office,1,7.201,
Technology,9/2/14,Consumer,1,20.7896,
Furniture,9/3/14,Consumer,1,236.528,
Furniture,9/3/14,Corporate,1,"1,688.63",
Furniture,9/3/14,Home Office,1,705.65172,
Office Supplies,9/3/14,Consumer,1,"1,870.23",
Office Supplies,9/3/14,Corporate,1,346.5216,
Office Supplies,9/3/14,Home Office,1,543.4,
Technology,9/3/14,Consumer,1,225.30552,
Technology,9/3/14,Corporate,1,543.546,
Technology,9/3/14,Home Office,1,"3,097.29",
Furniture,9/4/14,Consumer,1,358.50798,
Furniture,9/4/14,Home Office,1,250.7598,
Office Supplies,9/4/14,Consumer,1,64.38144,
Office Supplies,9/4/14,Corporate,1,15.6072,
Office Supplies,9/4/14,Home Office,1,522.7456,
Technology,9/4/14,Corporate,1,110.88,
Technology,9/4/14,Home Office,1,242.2245,
Furniture,9/5/14,Consumer,1,"1,654.23",
Furniture,9/5/14,Corporate,1,"2,297.85",
Office Supplies,9/5/14,Consumer,1,"1,255.27",
Office Supplies,9/5/14,Corporate,1,162.77534,
Office Supplies,9/5/14,Home Office,1,36.8424,
Technology,9/5/14,Consumer,1,115.3944,
Technology,9/5/14,Home Office,1,43.60776,
Office Supplies,9/6/14,Consumer,1,78.7608,
Office Supplies,9/6/14,Home Office,1,137.96688,
Technology,9/6/14,Consumer,1,92.25504,
Furniture,9/8/14,Consumer,1,400.0848,
Office Supplies,9/8/14,Consumer,1,153.1872,
Office Supplies,9/8/14,Corporate,1,576.43744,
Office Supplies,9/8/14,Home Office,1,"1,559.28",
Technology,9/8/14,Consumer,1,929.86304,
Furniture,9/9/14,Consumer,1,819.21875,
Furniture,9/9/14,Corporate,1,246.3447,
Office Supplies,9/9/14,Corporate,1,153.46496,
Office Supplies,9/9/14,Home Office,1,56.7456,
Technology,9/9/14,Consumer,1,263.69856,
Technology,9/9/14,Corporate,1,456.75632,
Technology,9/9/14,Home Office,1,161.54352,
Furniture,9/10/14,Consumer,1,324.168,
Furniture,9/10/14,Corporate,1,137.80452,
Office Supplies,9/10/14,Consumer,1,612.17756,
Office Supplies,9/10/14,Corporate,1,849.477,
Technology,9/10/14,Corporate,1,"2,666.68",
Furniture,9/11/14,Corporate,1,384.09312,
Office Supplies,9/11/14,Consumer,1,366.1047,
Office Supplies,9/11/14,Corporate,1,96.408,
Office Supplies,9/11/14,Home Office,1,693.96054,
Technology,9/11/14,Consumer,1,678.33792,
Technology,9/11/14,Corporate,1,157.46976,
Furniture,9/12/14,Consumer,1,832.2842,
Furniture,9/12/14,Home Office,1,"2,115.90",
Office Supplies,9/12/14,Consumer,1,"2,129.66",
Office Supplies,9/12/14,Corporate,1,17.1072,
Office Supplies,9/12/14,Home Office,1,217.602,
Technology,9/12/14,Consumer,1,75.962,
Technology,9/12/14,Corporate,1,156.90768,
Furniture,9/13/14,Consumer,1,8.2764,
Office Supplies,9/13/14,Consumer,1,368.527,
Office Supplies,9/13/14,Corporate,1,93.8742,
Office Supplies,9/14/14,Consumer,1,14.4872,
Furniture,9/15/14,Consumer,1,229.2426,
Furniture,9/15/14,Home Office,1,595.3041,
Office Supplies,9/15/14,Consumer,1,192.79428,
Office Supplies,9/15/14,Corporate,1,935.76512,
Office Supplies,9/15/14,Home Office,1,95.8835,
Technology,9/15/14,Consumer,1,230.91705,
Technology,9/15/14,Corporate,1,886.98456,
Technology,9/15/14,Home Office,1,982.6635,
Furniture,9/16/14,Consumer,1,"1,818.90",
Furniture,9/16/14,Corporate,1,599.5852,
Furniture,9/16/14,Home Office,1,349.92256,
Office Supplies,9/16/14,Consumer,1,"3,063.95",
Office Supplies,9/16/14,Corporate,1,121.80024,
Office Supplies,9/16/14,Home Office,1,38.2338,
Technology,9/16/14,Consumer,1,762.8504,
Technology,9/16/14,Corporate,1,399.8994,
Technology,9/16/14,Home Office,1,65.3782,
Furniture,9/17/14,Consumer,1,23.86272,
Office Supplies,9/17/14,Consumer,1,579.75,
Office Supplies,9/17/14,Corporate,1,35.643,
Office Supplies,9/17/14,Home Office,1,19.49184,
Technology,9/17/14,Consumer,1,172.43296,
Technology,9/17/14,Home Office,1,17.82,
Furniture,9/18/14,Corporate,1,"1,189.50",
Furniture,9/18/14,Home Office,1,927.6915,
Office Supplies,9/18/14,Consumer,1,44.6595,
Office Supplies,9/18/14,Corporate,1,469.59744,
Office Supplies,9/18/14,Home Office,1,107.38816,
